reading_id,timestamp_utc,sample_delta,sample_value,sample_reltime
3,1695057941092,20,3446,6626
3,1695057941092,20,3454,6646
3,1695057941092,27,3454,6673
3,1695057941092,13,3478,6686
3,1695057941092,20,3486,6706
3,1695057941092,20,3502,6726
3,1695057941092,27,3502,6753
3,1695057941092,13,3518,6766
3,1695057941092,20,3518,6786
3,1695057941092,20,3534,6806
3,1695057941092,41,3550,6847
3,1695057941092,20,3566,6867
3,1695057941092,20,3566,6887
3,1695057941092,23,3574,6910
3,1695057941092,18,3578,6928
3,1695057941092,20,3582,6948
3,1695057941092,20,3578,6968
3,1695057941092,20,3582,6988
3,1695057941092,20,3582,7008
3,1695057941092,21,3582,7029
3,1695057941092,28,3606,7057
3,1695057941092,13,3614,7070
3,1695057941092,19,3614,7089
3,1695057941092,20,3614,7109
3,1695057941092,24,3626,7133
3,1695057941092,17,3630,7150
3,1695057941092,20,3630,7170
3,1695057941092,21,3626,7191
3,1695057941092,22,3630,7213
3,1695057941092,18,3630,7231
3,1695057941092,20,3638,7251
3,1695057941092,20,3646,7271
3,1695057941092,27,3646,7298
3,1695057941092,13,3646,7311
3,1695057941092,20,3646,7331
3,1695057941092,20,3662,7351
3,1695057941092,27,3646,7378
3,1695057941092,13,3646,7391
3,1695057941092,20,3662,7411
3,1695057941092,20,3662,7431
3,1695057941092,41,3670,7472
3,1695057941092,20,3678,7492
3,1695057941092,20,3678,7512
3,1695057941092,23,3694,7535
3,1695057941092,17,3710,7552
3,1695057941092,20,3710,7572
3,1695057941092,20,3726,7592
3,1695057941092,20,3742,7612
3,1695057941092,20,3742,7632
3,1695057941092,20,3774,7652
3,1695057941092,20,3766,7672
3,1695057941092,20,3774,7692
3,1695057941092,20,3774,7712
3,1695057941092,20,3774,7732
3,1695057941092,23,3790,7755
3,1695057941092,17,3790,7772
3,1695057941092,20,3806,7792
3,1695057941092,20,3806,7812
3,1695057941092,23,3806,7835
3,1695057941092,17,3806,7852
3,1695057941092,20,3822,7872
3,1695057941092,20,3822,7892
3,1695057941092,27,3830,7919
3,1695057941092,13,3822,7932
3,1695057941092,20,3838,7952
3,1695057941092,21,3838,7973
3,1695057941092,37,3838,8010
3,1695057941092,7,3838,8017
3,1695057941092,15,3838,8032
3,1695057941092,20,3838,8052
3,1695057941092,20,3838,8072
3,1695057941092,21,3838,8093
3,1695057941092,20,3838,8113
3,1695057941092,20,3870,8133
3,1695057941092,23,3838,8156
3,1695057941092,17,3838,8173
3,1695057941092,20,3838,8193
3,1695057941092,20,3838,8213
3,1695057941092,21,3838,8234
3,1695057941092,19,3838,8253
3,1695057941092,20,3838,8273
3,1695057941092,20,3838,8293
3,1695057941092,20,3838,8313
3,1695057941092,20,3838,8333
3,1695057941092,20,3862,8353
3,1695057941092,23,3886,8376
3,1695057941092,17,3886,8393
3,1695057941092,21,3886,8414
3,1695057941092,20,3886,8434
3,1695057941092,23,3886,8457
3,1695057941092,17,3886,8474
3,1695057941092,20,3882,8494
3,1695057941092,20,3894,8514
3,1695057941092,27,3902,8541
3,1695057941092,13,3902,8554
3,1695057941092,20,3926,8574
3,1695057941092,20,3934,8594
3,1695057941092,27,3934,8621
3,1695057941092,13,3934,8634
3,1695057941092,20,3934,8654
3,1695057941092,20,3950,8674
3,1695057941092,41,3966,8715
3,1695057941092,26,3950,8741
3,1695057941092,14,3966,8755
3,1695057941092,23,3966,8778
3,1695057941092,18,3966,8796
3,1695057941092,20,3966,8816
3,1695057941092,20,3966,8836
3,1695057941092,20,3966,8856
3,1695057941092,20,3966,8876
3,1695057941092,20,3990,8896
3,1695057941092,20,3990,8916
3,1695057941092,20,3994,8936
3,1695057941092,20,3990,8956
3,1695057941092,20,3982,8976
3,1695057941092,23,3998,8999
3,1695057941092,17,3990,9016
3,1695057941092,20,3990,9036
3,1695057941092,20,3998,9056
3,1695057941092,23,3990,9079
3,1695057941092,17,3998,9096
3,1695057941092,20,3998,9116
3,1695057941092,20,3998,9136
3,1695057941092,27,4014,9163
3,1695057941092,13,3998,9176
3,1695057941092,20,3998,9196
3,1695057941092,20,4010,9216
3,1695057941092,28,3990,9244
3,1695057941092,13,3982,9257
3,1695057941092,20,3990,9277
3,1695057941092,20,3990,9297
3,1695057941092,41,3998,9338
3,1695057941092,20,4022,9358
3,1695057941092,20,4014,9378
3,1695057941092,23,4014,9401
3,1695057941092,18,4014,9419
3,1695057941092,20,4030,9439
3,1695057941092,20,4030,9459
3,1695057941092,20,4030,9479
3,1695057941092,20,4030,9499
3,1695057941092,20,4030,9519
3,1695057941092,20,4046,9539
3,1695057941092,20,4054,9559
3,1695057941092,20,4054,9579
3,1695057941092,20,4062,9599
3,1695057941092,24,4054,9623
3,1695057941092,18,4062,9641
3,1695057941092,20,4054,9661
3,1695057941092,26,4062,9687
3,1695057941092,17,4062,9704
3,1695057941092,17,4062,9721
3,1695057941092,20,4062,9741
3,1695057941092,20,4078,9761
3,1695057941092,27,4078,9788
3,1695057941092,13,4078,9801
3,1695057941092,20,4078,9821
3,1695057941092,20,4062,9841
3,1695057941092,27,4062,9868
3,1695057941092,13,4078,9881
3,1695057941092,21,4078,9902
3,1695057941092,20,4078,9922
3,1695057941092,20,4062,9942
3,1695057941092,20,4062,9962
3,1695057941092,20,4078,9982
3,1695057941092,20,4062,10002
3,1695057941092,22,4062,10024
3,1695057941092,18,4062,10042
3,1695057941092,20,4078,10062
3,1695057941092,20,4078,10082
3,1695057941092,20,4062,10102
3,1695057941092,20,4062,10122
3,1695057941092,20,4062,10142
3,1695057941092,20,4054,10162
3,1695057941092,21,4062,10183
3,1695057941092,20,4074,10203
3,1695057941092,20,4062,10223
3,1695057941092,23,4078,10246
3,1695057941092,18,4078,10264
3,1695057941092,20,4078,10284
3,1695057941092,20,4078,10304
3,1695057941092,23,4078,10327
3,1695057941092,18,4086,10345
3,1695057941092,20,4094,10365
3,1695057941092,20,4094,10385
3,1695057941092,27,4094,10412
3,1695057941092,13,4094,10425
3,1695057941092,20,4094,10445
3,1695057941092,20,4094,10465
3,1695057941092,27,4094,10492
3,1695057941092,13,4094,10505
3,1695057941092,20,4094,10525
3,1695057941092,20,4094,10545
3,1695057941092,41,4094,10586
3,1695057941092,26,4094,10612
3,1695057941092,14,4094,10626
3,1695057941092,23,4094,10649
3,1695057941092,17,4094,10666
3,1695057941092,20,4094,10686
3,1695057941092,20,4094,10706
3,1695057941092,20,4094,10726
3,1695057941092,20,4094,10746
3,1695057941092,20,4086,10766
3,1695057941092,20,4086,10786
3,1695057941092,21,4086,10807
3,1695057941092,20,4086,10827
3,1695057941092,20,4094,10847
3,1695057941092,23,4094,10870
3,1695057941092,18,4078,10888
3,1695057941092,20,4078,10908
3,1695057941092,20,4078,10928
3,1695057941092,23,4078,10951
3,1695057941092,18,4078,10969
3,1695057941092,20,4062,10989
3,1695057941092,20,4062,11009
3,1695057941092,28,4062,11037
3,1695057941092,13,4062,11050
3,1695057941092,20,4062,11070
3,1695057941092,20,4058,11090
3,1695057941092,27,4054,11117
3,1695057941092,13,4062,11130
3,1695057941092,20,4054,11150
3,1695057941092,20,4062,11170
3,1695057941092,41,4062,11211
3,1695057941092,20,4062,11231
3,1695057941092,20,4054,11251
3,1695057941092,22,4030,11273
3,1695057941092,18,4054,11291
3,1695057941092,20,4054,11311
3,1695057941092,20,4054,11331
3,1695057941092,20,4046,11351
3,1695057941092,20,4030,11371
3,1695057941092,20,4046,11391
3,1695057941092,20,4030,11411
3,1695057941092,21,4046,11432
3,1695057941092,20,4030,11452
3,1695057941092,20,4030,11472
3,1695057941092,23,4030,11495
3,1695057941092,18,4030,11513
3,1695057941092,20,4026,11533
3,1695057941092,21,4022,11554
3,1695057941092,38,4014,11592
3,1695057941092,8,4014,11600
3,1695057941092,14,4014,11614
3,1695057941092,20,4014,11634
3,1695057941092,27,4014,11661
3,1695057941092,13,3998,11674
3,1695057941092,20,4014,11694
3,1695057941092,21,3998,11715
3,1695057941092,27,3998,11742
3,1695057941092,13,3998,11755
3,1695057941092,20,3998,11775
3,1695057941092,20,3990,11795
3,1695057941092,41,3966,11836
3,1695057941092,20,3966,11856
3,1695057941092,20,3966,11876
3,1695057941092,20,3966,11896
3,1695057941092,20,3966,11916
3,1695057941092,20,3950,11936
3,1695057941092,20,3966,11956
3,1695057941092,20,3966,11976
3,1695057941092,20,3966,11996
3,1695057941092,20,3962,12016
3,1695057941092,20,3966,12036
3,1695057941092,20,3966,12056
3,1695057941092,20,3966,12076
3,1695057941092,20,3958,12096
3,1695057941092,24,3950,12120
3,1695057941092,17,3958,12137
3,1695057941092,19,3966,12156
3,1695057941092,20,3958,12176
3,1695057941092,27,3966,12203
3,1695057941092,13,3966,12216
3,1695057941092,20,3966,12236
3,1695057941092,20,3966,12256
3,1695057941092,27,3966,12283
3,1695057941092,14,3966,12297
3,1695057941092,26,3966,12323
3,1695057941092,14,3958,12337
3,1695057941092,27,3950,12364
3,1695057941092,13,3950,12377
3,1695057941092,20,3950,12397
3,1695057941092,20,3958,12417
3,1695057941092,41,3946,12458
3,1695057941092,20,3934,12478
3,1695057941092,20,3950,12498
3,1695057941092,22,3950,12520
3,1695057941092,18,3934,12538
3,1695057941092,20,3934,12558
3,1695057941092,20,3934,12578
3,1695057941092,20,3926,12598
3,1695057941092,20,3934,12618
3,1695057941092,20,3934,12638
3,1695057941092,20,3926,12658
3,1695057941092,20,3926,12678
3,1695057941092,20,3918,12698
3,1695057941092,20,3902,12718
3,1695057941092,23,3918,12741
3,1695057941092,18,3902,12759
3,1695057941092,20,3902,12779
3,1695057941092,20,3902,12799
3,1695057941092,27,3902,12826
3,1695057941092,13,3894,12839
3,1695057941092,41,3894,12880
3,1695057941092,27,3894,12907
3,1695057941092,13,3894,12920
3,1695057941092,20,3894,12940
3,1695057941092,20,3894,12960
3,1695057941092,27,3894,12987
3,1695057941092,13,3902,13000
3,1695057941092,20,3902,13020
3,1695057941092,20,3902,13040
3,1695057941092,41,3902,13081
3,1695057941092,20,3902,13101
3,1695057941092,20,3898,13121
3,1695057941092,23,3886,13144
3,1695057941092,17,3894,13161
3,1695057941092,20,3886,13181
3,1695057941092,21,3886,13202
3,1695057941092,38,3886,13240
3,1695057941092,8,3898,13248
3,1695057941092,14,3886,13262
3,1695057941092,20,3894,13282
3,1695057941092,20,3886,13302
3,1695057941092,20,3886,13322
3,1695057941092,20,3886,13342
3,1695057941092,23,3886,13365
3,1695057941092,17,3886,13382
3,1695057941092,20,3886,13402
3,1695057941092,20,3886,13422
3,1695057941092,27,3886,13449
3,1695057941092,13,3886,13462
3,1695057941092,20,3882,13482
3,1695057941092,20,3870,13502
3,1695057941092,27,3870,13529
3,1695057941092,13,3870,13542
3,1695057941092,20,3870,13562
3,1695057941092,20,3870,13582
3,1695057941092,41,3838,13623
3,1695057941092,20,3838,13643
3,1695057941092,20,3838,13663
3,1695057941092,41,3838,13704
3,1695057941092,20,3838,13724
3,1695057941092,20,3838,13744
3,1695057941092,22,3838,13766
3,1695057941092,18,3838,13784
3,1695057941092,20,3838,13804
3,1695057941092,20,3838,13824
3,1695057941092,20,3838,13844
3,1695057941092,20,3838,13864
3,1695057941092,20,3838,13884
3,1695057941092,20,3838,13904
3,1695057941092,21,3838,13925
3,1695057941092,19,3838,13944
3,1695057941092,20,3838,13964
3,1695057941092,23,3838,13987
3,1695057941092,17,3838,14004
3,1695057941092,20,3838,14024
3,1695057941092,20,3838,14044
3,1695057941092,27,3838,14071
3,1695057941092,13,3838,14084
3,1695057941092,20,3838,14104
3,1695057941092,20,3838,14124
3,1695057941092,27,3838,14151
3,1695057941092,13,3838,14164
3,1695057941092,21,3838,14185
3,1695057941092,26,3838,14211
3,1695057941092,34,3838,14245
3,1695057941092,20,3830,14265
3,1695057941092,20,3838,14285
3,1695057941092,24,3838,14309
3,1695057941092,16,3830,14325
3,1695057941092,20,3822,14345
3,1695057941092,20,3830,14365
3,1695057941092,22,3822,14387
3,1695057941092,18,3822,14405
3,1695057941092,21,3822,14426
3,1695057941092,20,3822,14446
3,1695057941092,21,3822,14467
3,1695057941092,19,3822,14486
3,1695057941092,20,3806,14506
3,1695057941092,20,3806,14526
3,1695057941092,20,3806,14546
3,1695057941092,20,3822,14566
3,1695057941092,20,3806,14586
3,1695057941092,23,3806,14609
3,1695057941092,17,3798,14626
3,1695057941092,20,3798,14646
3,1695057941092,20,3806,14666
3,1695057941092,27,3806,14693
3,1695057941092,13,3798,14706
3,1695057941092,20,3798,14726
3,1695057941092,20,3822,14746
3,1695057941092,27,3806,14773
3,1695057941092,14,3822,14787
3,1695057941092,20,3822,14807
3,1695057941092,20,3806,14827
3,1695057941092,41,3806,14868
3,1695057941092,20,3822,14888
3,1695057941092,20,3822,14908
3,1695057941092,41,3806,14949
3,1695057941092,20,3822,14969
3,1695057941092,21,3822,14990
3,1695057941092,38,3822,15028
3,1695057941092,8,3822,15036
3,1695057941092,14,3822,15050
3,1695057941092,21,3834,15071
3,1695057941092,20,3822,15091
3,1695057941092,20,3830,15111
3,1695057941092,20,3822,15131
3,1695057941092,20,3834,15151
3,1695057941092,20,3830,15171
3,1695057941092,20,3822,15191
3,1695057941092,20,3822,15211
3,1695057941092,23,3822,15234
3,1695057941092,17,3830,15251
3,1695057941092,20,3806,15271
3,1695057941092,20,3806,15291
3,1695057941092,27,3806,15318
3,1695057941092,14,3822,15332
3,1695057941092,20,3822,15352
3,1695057941092,20,3806,15372
3,1695057941092,27,3822,15399
3,1695057941092,14,3806,15413
3,1695057941092,20,3822,15433
3,1695057941092,20,3822,15453
3,1695057941092,41,3806,15494
3,1695057941092,20,3806,15514
3,1695057941092,20,3806,15534
3,1695057941092,24,3798,15558
3,1695057941092,16,3806,15574
3,1695057941092,20,3806,15594
3,1695057941092,20,3802,15614
3,1695057941092,22,3806,15636
3,1695057941092,19,3822,15655
3,1695057941092,20,3806,15675
3,1695057941092,20,3806,15695
3,1695057941092,20,3822,15715
3,1695057941092,20,3806,15735
3,1695057941092,20,3822,15755
3,1695057941092,20,3806,15775
3,1695057941092,20,3822,15795
3,1695057941092,20,3806,15815
3,1695057941092,20,3806,15835
3,1695057941092,23,3822,15858
3,1695057941092,17,3822,15875
3,1695057941092,20,3806,15895
3,1695057941092,20,3822,15915
3,1695057941092,27,3822,15942
3,1695057941092,13,3822,15955
3,1695057941092,20,3830,15975
3,1695057941092,20,3822,15995
3,1695057941092,27,3822,16022
3,1695057941092,13,3822,16035
3,1695057941092,20,3822,16055
3,1695057941092,21,3818,16076
3,1695057941092,40,3806,16116
3,1695057941092,20,3806,16136
3,1695057941092,20,3806,16156
3,1695057941092,24,3798,16180
3,1695057941092,16,3798,16196
3,1695057941092,20,3806,16216
3,1695057941092,21,3798,16237
3,1695057941092,21,3798,16258
3,1695057941092,19,3790,16277
3,1695057941092,20,3790,16297
3,1695057941092,20,3798,16317
3,1695057941092,20,3798,16337
3,1695057941092,20,3774,16357
3,1695057941092,20,3774,16377
3,1695057941092,20,3774,16397
3,1695057941092,20,3774,16417
3,1695057941092,20,3774,16437
3,1695057941092,20,3790,16457
3,1695057941092,24,3774,16481
3,1695057941092,18,3774,16499
3,1695057941092,19,3774,16518
3,1695057941092,20,3774,16538
3,1695057941092,27,3790,16565
3,1695057941092,13,3790,16578
3,1695057941092,20,3790,16598
3,1695057941092,20,3774,16618
3,1695057941092,27,3802,16645
3,1695057941092,13,3798,16658
3,1695057941092,20,3798,16678
3,1695057941092,20,3798,16698
3,1695057941092,41,3798,16739
3,1695057941092,20,3790,16759
3,1695057941092,20,3798,16779
3,1695057941092,24,3798,16803
3,1695057941092,16,3798,16819
3,1695057941092,20,3790,16839
3,1695057941092,20,3790,16859
3,1695057941092,22,3798,16881
3,1695057941092,19,3774,16900
3,1695057941092,20,3790,16920
3,1695057941092,20,3774,16940
3,1695057941092,38,3774,16978
3,1695057941092,8,3790,16986
3,1695057941092,14,3774,17000
3,1695057941092,20,3774,17020
3,1695057941092,20,3790,17040
3,1695057941092,20,3774,17060
3,1695057941092,20,3774,17080
3,1695057941092,23,3774,17103
3,1695057941092,18,3774,17121
3,1695057941092,21,3774,17142
3,1695057941092,20,3774,17162
3,1695057941092,27,3774,17189
3,1695057941092,13,3766,17202
3,1695057941092,20,3766,17222
3,1695057941092,20,3774,17242
3,1695057941092,28,3758,17270
3,1695057941092,13,3758,17283
3,1695057941092,19,3758,17302
3,1695057941092,20,3758,17322
3,1695057941092,41,3758,17363
3,1695057941092,20,3758,17383
3,1695057941092,20,3758,17403
3,1695057941092,24,3766,17427
3,1695057941092,16,3766,17443
3,1695057941092,20,3774,17463
3,1695057941092,20,3774,17483
3,1695057941092,21,3774,17504
3,1695057941092,19,3774,17523
3,1695057941092,20,3774,17543
3,1695057941092,20,3774,17563
3,1695057941092,20,3790,17583
3,1695057941092,20,3774,17603
3,1695057941092,20,3774,17623
3,1695057941092,21,3798,17644
3,1695057941092,19,3774,17663
3,1695057941092,20,3774,17683
3,1695057941092,20,3774,17703
3,1695057941092,23,3774,17726
3,1695057941092,18,3774,17744
3,1695057941092,20,3790,17764
3,1695057941092,20,3774,17784
3,1695057941092,27,3774,17811
3,1695057941092,14,3774,17825
3,1695057941092,26,3774,17851
3,1695057941092,13,3766,17864
3,1695057941092,27,3766,17891
3,1695057941092,13,3774,17904
3,1695057941092,20,3774,17924
3,1695057941092,20,3758,17944
3,1695057941092,41,3770,17985
3,1695057941092,20,3766,18005
3,1695057941092,20,3758,18025
3,1695057941092,25,3758,18050
3,1695057941092,16,3758,18066
3,1695057941092,20,3758,18086
3,1695057941092,20,3754,18106
3,1695057941092,21,3758,18127
3,1695057941092,19,3758,18146
3,1695057941092,20,3742,18166
3,1695057941092,20,3742,18186
3,1695057941092,20,3742,18206
