reading_id,timestamp_utc,sample_delta,sample_value,sample_reltime
3,1695057941092,21,6014,175262
3,1695057941092,19,6014,175281
3,1695057941092,20,6014,175301
3,1695057941092,23,6014,175324
3,1695057941092,19,6014,175343
3,1695057941092,18,6014,175361
3,1695057941092,21,6014,175382
3,1695057941092,39,6014,175421
3,1695057941092,9,6014,175430
3,1695057941092,15,6014,175445
3,1695057941092,16,6014,175461
3,1695057941092,23,6014,175484
3,1695057941092,18,6014,175502
3,1695057941092,20,6014,175522
3,1695057941092,20,6014,175542
3,1695057941092,27,6014,175569
3,1695057941092,15,6014,175584
3,1695057941092,19,6014,175603
3,1695057941092,20,6046,175623
3,1695057941092,27,6046,175650
3,1695057941092,15,6046,175665
3,1695058132210,0,8190,0
3,1695058132210,29,8190,29
3,1695058132210,26,8126,55
3,1695058132210,9,8062,64
3,1695058132210,16,7998,80
3,1695058132210,20,7942,100
3,1695058132210,41,7886,141
3,1695058132210,18,7838,159
3,1695058132210,20,7774,179
3,1695058132210,23,7710,202
3,1695058132210,18,7646,220
3,1695058132210,22,7582,242
3,1695058132210,18,7518,260
3,1695058132210,20,7454,280
3,1695058132210,20,7406,300
3,1695058132210,20,7346,320
3,1695058132210,20,7262,340
3,1695058132210,20,7222,360
3,1695058132210,20,7134,380
3,1695058132210,20,7094,400
3,1695058132210,24,7022,424
3,1695058132210,16,6966,440
3,1695058132210,20,6878,460
3,1695058132210,20,6838,480
3,1695058132210,23,6770,503
3,1695058132210,17,6702,520
3,1695058132210,20,6622,540
3,1695058132210,20,6558,560
3,1695058132210,29,6494,589
3,1695058132210,15,6430,604
3,1695058132210,19,6366,623
3,1695058132210,20,6302,643
3,1695058132210,27,6238,670
3,1695058132210,15,6174,685
3,1695058132210,19,6110,704
3,1695058132210,20,6070,724
3,1695058132210,41,6014,765
3,1695058132210,20,5958,785
3,1695058132210,20,5882,805
3,1695058132210,22,5838,827
3,1695058132210,18,5774,845
3,1695058132210,21,5710,866
3,1695058132210,19,5662,885
3,1695058132210,22,5598,907
3,1695058132210,19,5534,926
3,1695058132210,20,5470,946
3,1695058132210,23,5406,969
3,1695058132210,19,5342,988
3,1695058132210,19,5286,1007
3,1695058132210,20,5206,1027
3,1695058132210,23,5150,1050
3,1695058132210,19,5066,1069
3,1695058132210,19,5006,1088
3,1695058132210,20,4932,1108
3,1695058132210,24,4876,1132
3,1695058132210,17,4798,1149
3,1695058132210,20,4724,1169
3,1695058132210,20,4662,1189
3,1695058132210,27,4574,1216
3,1695058132210,15,4510,1231
3,1695058132210,19,4446,1250
3,1695058132210,20,4378,1270
3,1695058132210,27,4318,1297
3,1695058132210,15,4238,1312
3,1695058132210,19,4174,1331
3,1695058132210,20,4110,1351
3,1695058132210,41,4042,1392
3,1695058132210,20,3962,1412
3,1695058132210,20,3894,1432
3,1695058132210,22,3822,1454
3,1695058132210,18,3758,1472
3,1695058132210,20,3702,1492
3,1695058132210,20,3614,1512
3,1695058132210,20,3558,1532
3,1695058132210,20,3486,1552
3,1695058132210,20,3414,1572
3,1695058132210,23,3356,1595
3,1695058132210,19,3290,1614
3,1695058132210,18,3214,1632
3,1695058132210,20,3166,1652
3,1695058132210,23,3098,1675
3,1695058132210,19,3038,1694
3,1695058132210,19,2990,1713
3,1695058132210,20,2910,1733
3,1695058132210,23,2862,1756
3,1695058132210,18,2806,1774
3,1695058132210,20,2734,1794
3,1695058132210,20,2670,1814
3,1695058132210,27,2614,1841
3,1695058132210,15,2542,1856
3,1695058132210,19,2474,1875
3,1695058132210,20,2414,1895
3,1695058132210,27,2334,1922
3,1695058132210,15,2286,1937
3,1695058132210,19,2218,1956
3,1695058132210,20,2158,1976
3,1695058132210,41,2078,2017
3,1695058132210,22,2036,2039
3,1695058132210,18,1972,2057
3,1695058132210,25,1886,2082
3,1695058132210,18,1834,2100
3,1695058132210,22,1758,2122
3,1695058132210,239,1430,2361
3,1695058132210,7,1418,2368
3,1695058132210,16,1426,2384
3,1695058132210,17,1422,2401
3,1695058132210,20,1406,2421
3,1695058132210,20,1406,2441
3,1695058132210,28,1406,2469
3,1695058132210,13,1406,2482
3,1695058132210,20,1398,2502
3,1695058132210,20,1398,2522
3,1695058132210,27,1406,2549
3,1695058132210,13,1422,2562
3,1695058132210,21,1406,2583
3,1695058132210,20,1422,2603
3,1695058132210,41,1406,2644
3,1695058132210,20,1406,2664
3,1695058132210,21,1402,2685
3,1695058132210,22,1406,2707
3,1695058132210,18,1406,2725
3,1695058132210,20,1406,2745
3,1695058132210,20,1398,2765
3,1695058132210,20,1390,2785
3,1695058132210,20,1390,2805
3,1695058132210,20,1388,2825
3,1695058132210,20,1374,2845
3,1695058132210,20,1382,2865
3,1695058132210,20,1374,2885
3,1695058132210,20,1370,2905
3,1695058132210,24,1374,2929
3,1695058132210,17,1374,2946
3,1695058132210,20,1358,2966
3,1695058132210,20,1374,2986
3,1695058132210,23,1358,3009
3,1695058132210,18,1358,3027
3,1695058132210,20,1342,3047
3,1695058132210,20,1342,3067
3,1695058132210,27,1334,3094
3,1695058132210,13,1326,3107
3,1695058132210,20,1326,3127
3,1695058132210,20,1326,3147
3,1695058132210,27,1326,3174
3,1695058132210,13,1310,3187
3,1695058132210,20,1310,3207
3,1695058132210,20,1300,3227
3,1695058132210,41,1298,3268
3,1695058132210,20,1278,3288
3,1695058132210,20,1278,3308
3,1695058132210,23,1270,3331
3,1695058132210,18,1274,3349
3,1695058132210,20,1270,3369
3,1695058132210,20,1270,3389
3,1695058132210,21,1278,3410
3,1695058132210,19,1278,3429
3,1695058132210,20,1274,3449
3,1695058132210,20,1278,3469
3,1695058132210,20,1270,3489
3,1695058132210,20,1270,3509
3,1695058132210,19,1262,3528
3,1695058132210,24,1274,3552
3,1695058132210,17,1262,3569
3,1695058132210,21,1262,3590
3,1695058132210,20,1246,3610
3,1695058132210,23,1268,3633
3,1695058132210,18,1270,3651
3,1695058132210,20,1246,3671
3,1695058132210,20,1246,3691
3,1695058132210,27,1246,3718
3,1695058132210,13,1238,3731
3,1695058132210,20,1230,3751
3,1695058132210,20,1230,3771
3,1695058132210,27,1230,3798
3,1695058132210,13,1214,3811
3,1695058132210,20,1226,3831
3,1695058132210,20,1210,3851
3,1695058132210,41,1206,3892
3,1695058132210,20,1198,3912
3,1695058132210,20,1198,3932
3,1695058132210,23,1198,3955
3,1695058132210,18,1194,3973
3,1695058132210,20,1182,3993
3,1695058132210,20,1194,4013
3,1695058132210,20,1188,4033
3,1695058132210,20,1174,4053
3,1695058132210,20,1174,4073
3,1695058132210,20,1172,4093
3,1695058132210,20,1162,4113
3,1695058132210,20,1166,4133
3,1695058132210,20,1150,4153
3,1695058132210,23,1150,4176
3,1695058132210,17,1150,4193
3,1695058132210,20,1158,4213
3,1695058132210,20,1150,4233
3,1695058132210,23,1148,4256
3,1695058132210,17,1150,4273
3,1695058132210,20,1150,4293
3,1695058132210,20,1150,4313
3,1695058132210,27,1150,4340
3,1695058132210,13,1162,4353
3,1695058132210,20,1150,4373
3,1695058132210,20,1150,4393
3,1695058132210,28,1162,4421
3,1695058132210,12,1150,4433
3,1695058132210,21,1150,4454
3,1695058132210,20,1150,4474
3,1695058132210,41,1146,4515
3,1695058132210,21,1162,4536
3,1695058132210,51,1150,4587
3,1695058132210,13,1150,4600
3,1695058132210,17,1148,4617
3,1695058132210,20,1146,4637
3,1695058132210,20,1146,4657
3,1695058132210,20,1142,4677
3,1695058132210,20,1134,4697
3,1695058132210,20,1130,4717
3,1695058132210,20,1150,4737
3,1695058132210,20,1142,4757
3,1695058132210,20,1118,4777
3,1695058132210,23,1130,4800
3,1695058132210,18,1134,4818
3,1695058132210,20,1130,4838
3,1695058132210,20,1118,4858
3,1695058132210,23,1116,4881
3,1695058132210,18,1114,4899
3,1695058132210,20,1110,4919
3,1695058132210,20,1108,4939
3,1695058132210,27,1102,4966
3,1695058132210,13,1098,4979
3,1695058132210,20,1108,4999
3,1695058132210,20,1102,5019
3,1695058132210,27,1098,5046
3,1695058132210,13,1096,5059
3,1695058132210,20,1102,5079
3,1695058132210,20,1102,5099
3,1695058132210,41,1118,5140
3,1695058132210,20,1098,5160
3,1695058132210,20,1108,5180
3,1695058132210,23,1098,5203
3,1695058132210,18,1110,5221
3,1695058132210,20,1114,5241
3,1695058132210,20,1110,5261
3,1695058132210,20,1118,5281
3,1695058132210,20,1118,5301
3,1695058132210,20,1118,5321
3,1695058132210,20,1118,5341
3,1695058132210,20,1130,5361
3,1695058132210,20,1134,5381
3,1695058132210,21,1134,5402
3,1695058132210,21,1118,5423
3,1695058132210,19,1130,5442
3,1695058132210,20,1142,5462
3,1695058132210,20,1134,5482
3,1695058132210,23,1130,5505
3,1695058132210,17,1118,5522
3,1695058132210,21,1130,5543
3,1695058132210,26,1118,5569
3,1695058132210,21,1126,5590
3,1695058132210,13,1134,5603
3,1695058132210,20,1130,5623
3,1695058132210,20,1118,5643
3,1695058132210,28,1118,5671
3,1695058132210,13,1114,5684
3,1695058132210,21,1118,5705
3,1695058132210,20,1110,5725
3,1695058132210,41,1102,5766
3,1695058132210,20,1102,5786
3,1695058132210,20,1110,5806
3,1695058132210,23,1118,5829
3,1695058132210,17,1086,5846
3,1695058132210,20,1094,5866
3,1695058132210,20,1110,5886
3,1695058132210,22,1110,5908
3,1695058132210,19,1110,5927
3,1695058132210,20,1110,5947
3,1695058132210,23,1118,5970
3,1695058132210,19,1134,5989
3,1695058132210,19,1142,6008
3,1695058132210,20,1146,6028
3,1695058132210,23,1146,6051
3,1695058132210,19,1146,6070
3,1695058132210,18,1142,6088
3,1695058132210,20,1150,6108
3,1695058132210,24,1150,6132
3,1695058132210,17,1142,6149
3,1695058132210,20,1142,6169
3,1695058132210,20,1150,6189
3,1695058132210,27,1146,6216
3,1695058132210,15,1134,6231
3,1695058132210,19,1142,6250
3,1695058132210,20,1150,6270
3,1695058132210,27,1162,6297
3,1695058132210,15,1146,6312
3,1695058132210,19,1150,6331
3,1695058132210,20,1142,6351
3,1695058132210,41,1148,6392
3,1695058132210,20,1146,6412
3,1695058132210,20,1142,6432
3,1695058132210,23,1150,6455
3,1695058132210,17,1134,6472
3,1695058132210,20,1130,6492
3,1695058132210,21,1134,6513
3,1695058132210,40,1130,6553
3,1695058132210,15,1116,6568
3,1695058132210,10,1126,6578
3,1695058132210,18,1118,6596
3,1695058132210,19,1118,6615
3,1695058132210,19,1114,6634
3,1695058132210,20,1110,6654
3,1695058132210,23,1118,6677
3,1695058132210,19,1110,6696
3,1695058132210,19,1110,6715
3,1695058132210,20,1118,6735
3,1695058132210,23,1130,6758
3,1695058132210,17,1134,6775
3,1695058132210,21,1134,6796
3,1695058132210,20,1134,6816
3,1695058132210,27,1142,6843
3,1695058132210,15,1146,6858
3,1695058132210,19,1150,6877
3,1695058132210,20,1150,6897
3,1695058132210,27,1150,6924
3,1695058132210,15,1134,6939
3,1695058132210,19,1142,6958
3,1695058132210,20,1146,6978
3,1695058132210,41,1162,7019
3,1695058132210,20,1150,7039
3,1695058132210,20,1162,7059
3,1695058132210,23,1164,7082
3,1695058132210,17,1166,7099
3,1695058132210,20,1170,7119
3,1695058132210,20,1166,7139
3,1695058132210,22,1178,7161
3,1695058132210,18,1150,7179
3,1695058132210,20,1166,7199
3,1695058132210,23,1166,7222
3,1695058132210,19,1174,7241
3,1695058132210,18,1166,7259
3,1695058132210,21,1150,7280
3,1695058132210,34,1166,7314
3,1695058132210,10,1150,7324
3,1695058132210,16,1150,7340
3,1695058132210,20,1150,7360
3,1695058132210,23,1150,7383
3,1695058132210,17,1150,7400
3,1695058132210,20,1142,7420
3,1695058132210,20,1150,7440
3,1695058132210,27,1134,7467
3,1695058132210,15,1142,7482
3,1695058132210,19,1134,7501
3,1695058132210,20,1134,7521
3,1695058132210,27,1142,7548
3,1695058132210,174,1166,7722
3,1695058132210,7,1174,7729
3,1695058132210,14,1174,7743
3,1695058132210,20,1174,7763
3,1695058132210,21,1172,7784
3,1695058132210,19,1182,7803
3,1695058132210,20,1182,7823
3,1695058132210,20,1174,7843
3,1695058132210,20,1194,7863
3,1695058132210,20,1182,7883
3,1695058132210,20,1194,7903
3,1695058132210,20,1182,7923
3,1695058132210,21,1194,7944
3,1695058132210,25,1182,7969
3,1695058132210,14,1198,7983
3,1695058132210,23,1198,8006
3,1695058132210,17,1196,8023
3,1695058132210,20,1198,8043
3,1695058132210,20,1194,8063
3,1695058132210,27,1190,8090
3,1695058132210,13,1194,8103
3,1695058132210,21,1190,8124
3,1695058132210,20,1182,8144
3,1695058132210,27,1194,8171
3,1695058132210,13,1198,8184
3,1695058132210,20,1190,8204
3,1695058132210,20,1190,8224
3,1695058132210,41,1182,8265
3,1695058132210,20,1182,8285
3,1695058132210,20,1182,8305
3,1695058132210,24,1182,8329
3,1695058132210,17,1178,8346
3,1695058132210,20,1174,8366
3,1695058132210,20,1182,8386
3,1695058132210,21,1182,8407
3,1695058132210,19,1178,8426
3,1695058132210,20,1182,8446
3,1695058132210,20,1198,8466
3,1695058132210,20,1194,8486
3,1695058132210,20,1214,8506
3,1695058132210,20,1206,8526
3,1695058132210,20,1198,8546
3,1695058132210,20,1206,8566
3,1695058132210,20,1226,8586
3,1695058132210,20,1214,8606
3,1695058132210,23,1214,8629
3,1695058132210,17,1230,8646
3,1695058132210,20,1230,8666
3,1695058132210,20,1238,8686
3,1695058132210,27,1214,8713
3,1695058132210,13,1246,8726
3,1695058132210,20,1238,8746
3,1695058132210,20,1246,8766
3,1695058132210,27,1246,8793
3,1695058132210,13,1258,8806
3,1695058132210,20,1258,8826
3,1695058132210,20,1246,8846
3,1695058132210,41,1246,8887
3,1695058132210,20,1246,8907
3,1695058132210,20,1258,8927
3,1695058132210,24,1246,8951
3,1695058132210,16,1246,8967
3,1695058132210,21,1246,8988
3,1695058132210,25,1258,9013
3,1695058132210,19,1254,9032
3,1695058132210,16,1246,9048
3,1695058132210,20,1254,9068
3,1695058132210,20,1246,9088
3,1695058132210,20,1246,9108
3,1695058132210,20,1246,9128
3,1695058132210,20,1246,9148
3,1695058132210,20,1246,9168
3,1695058132210,20,1242,9188
3,1695058132210,20,1242,9208
3,1695058132210,20,1238,9228
3,1695058132210,23,1242,9251
3,1695058132210,17,1238,9268
3,1695058132210,20,1246,9288
3,1695058132210,20,1236,9308
3,1695058132210,27,1242,9335
3,1695058132210,13,1260,9348
3,1695058132210,20,1242,9368
3,1695058132210,20,1238,9388
3,1695058132210,27,1238,9415
3,1695058132210,13,1262,9428
3,1695058132210,20,1246,9448
3,1695058132210,20,1258,9468
3,1695058132210,40,1258,9508
3,1695058132210,20,1262,9528
3,1695058132210,20,1262,9548
3,1695058132210,24,1262,9572
3,1695058132210,16,1262,9588
3,1695058132210,20,1270,9608
3,1695058132210,20,1262,9628
3,1695058132210,22,1262,9650
3,1695058132210,19,1258,9669
3,1695058132210,21,1260,9690
3,1695058132210,29,1276,9719
3,1695058132210,17,1262,9736
3,1695058132210,14,1258,9750
3,1695058132210,20,1270,9770
3,1695058132210,20,1262,9790
3,1695058132210,20,1270,9810
3,1695058132210,20,1258,9830
3,1695058132210,20,1258,9850
3,1695058132210,23,1262,9873
3,1695058132210,17,1254,9890
3,1695058132210,20,1246,9910
3,1695058132210,21,1246,9931
3,1695058132210,26,1262,9957
3,1695058132210,13,1260,9970
3,1695058132210,20,1258,9990
3,1695058132210,20,1262,10010
3,1695058132210,27,1242,10037
3,1695058132210,13,1246,10050
3,1695058132210,20,1238,10070
3,1695058132210,20,1238,10090
3,1695058132210,41,1246,10131
3,1695058132210,20,1230,10151
3,1695058132210,20,1238,10171
3,1695058132210,41,1242,10212
3,1695058132210,20,1246,10232
3,1695058132210,20,1246,10252
3,1695058132210,23,1246,10275
3,1695058132210,17,1254,10292
3,1695058132210,20,1262,10312
3,1695058132210,20,1246,10332
3,1695058132210,20,1246,10352
3,1695058132210,20,1262,10372
3,1695058132210,20,1254,10392
3,1695058132210,20,1258,10412
3,1695058132210,20,1262,10432
3,1695058132210,20,1246,10452
3,1695058132210,20,1258,10472
3,1695058132210,23,1258,10495
3,1695058132210,17,1262,10512
3,1695058132210,20,1246,10532
3,1695058132210,20,1258,10552
3,1695058132210,23,1262,10575
3,1695058132210,18,1246,10593
3,1695058132210,20,1262,10613
3,1695058132210,20,1242,10633
3,1695058132210,27,1262,10660
3,1695058132210,14,1246,10674
3,1695058132210,25,1246,10699
3,1695058132210,14,1246,10713
3,1695058132210,27,1246,10740
3,1695058132210,13,1236,10753
3,1695058132210,20,1242,10773
3,1695058132210,20,1238,10793
3,1695058132210,41,1214,10834
3,1695058132210,20,1214,10854
3,1695058132210,20,1210,10874
3,1695058132210,22,1214,10896
3,1695058132210,18,1206,10914
3,1695058132210,20,1214,10934
3,1695058132210,20,1206,10954
3,1695058132210,20,1226,10974
3,1695058132210,20,1214,10994
3,1695058132210,20,1214,11014
3,1695058132210,20,1206,11034
3,1695058132210,21,1214,11055
3,1695058132210,20,1230,11075
3,1695058132210,20,1214,11095
3,1695058132210,21,1214,11116
3,1695058132210,19,1214,11135
3,1695058132210,20,1214,11155
3,1695058132210,20,1226,11175
3,1695058132210,25,1214,11200
3,1695058132210,17,1214,11217
3,1695058132210,20,1214,11237
3,1695058132210,20,1214,11257
3,1695058132210,27,1226,11284
3,1695058132210,15,1214,11299
3,1695058132210,19,1206,11318
3,1695058132210,20,1206,11338
3,1695058132210,27,1226,11365
3,1695058132210,15,1214,11380
3,1695058132210,19,1206,11399
3,1695058132210,20,1210,11419
3,1695058132210,40,1210,11459
3,1695058132210,20,1198,11479
3,1695058132210,20,1198,11499
3,1695058132210,23,1188,11522
3,1695058132210,33,1194,11555
3,1695058132210,10,1198,11565
3,1695058132210,15,1198,11580
3,1695058132210,22,1194,11602
3,1695058132210,16,1190,11618
3,1695058132210,20,1190,11638
3,1695058132210,26,1178,11664
3,1695058132210,19,1174,11683
3,1695058132210,18,1178,11701
3,1695058132210,20,1150,11721
3,1695058132210,20,1162,11741
3,1695058132210,17,1174,11758
3,1695058132210,20,1166,11778
3,1695058132210,20,1150,11798
3,1695058132210,26,1166,11824
3,1695058132210,18,1166,11842
3,1695058132210,20,1162,11862
3,1695058132210,20,1166,11882
3,1695058132210,27,1166,11909
3,1695058132210,15,1172,11924
3,1695058132210,18,1162,11942
3,1695058132210,20,1166,11962
3,1695058132210,27,1174,11989
3,1695058132210,15,1174,12004
3,1695058132210,19,1174,12023
3,1695058132210,20,1172,12043
3,1695058132210,41,1174,12084
3,1695058132210,20,1174,12104
3,1695058132210,20,1168,12124
3,1695058132210,23,1172,12147
3,1695058132210,18,1174,12165
3,1695058132210,20,1178,12185
3,1695058132210,17,1174,12202
3,1695058132210,20,1166,12222
3,1695058132210,23,1162,12245
3,1695058132210,20,1166,12265
3,1695058132210,23,1166,12288
3,1695058132210,19,1166,12307
3,1695058132210,18,1158,12325
3,1695058132210,20,1172,12345
3,1695058132210,23,1166,12368
3,1695058132210,17,1162,12385
3,1695058132210,20,1150,12405
3,1695058132210,20,1150,12425
3,1695058132210,23,1162,12448
3,1695058132210,18,1142,12466
3,1695058132210,28,1150,12494
3,1695058132210,15,1146,12509
3,1695058132210,24,1142,12533
3,1695058132210,15,1150,12548
3,1695058132210,18,1134,12566
3,1695058132210,20,1130,12586
3,1695058132210,27,1142,12613
3,1695058132210,15,1134,12628
3,1695058132210,19,1118,12647
3,1695058132210,20,1134,12667
3,1695058132210,38,1118,12705
3,1695058132210,20,1134,12725
3,1695058132210,20,1134,12745
3,1695058132210,27,1134,12772
3,1695058132210,16,1134,12788
3,1695058132210,20,1142,12808
3,1695058132210,20,1134,12828
3,1695058132210,22,1142,12850
3,1695058132210,18,1146,12868
3,1695058132210,20,1146,12888
3,1695058132210,22,1150,12910
3,1695058132210,19,1142,12929
3,1695058132210,18,1146,12947
3,1695058132210,20,1142,12967
3,1695058132210,23,1134,12990
3,1695058132210,19,1150,13009
3,1695058132210,18,1142,13027
3,1695058132210,20,1150,13047
3,1695058132210,21,1142,13068
3,1695058132210,19,1134,13087
3,1695058132210,20,1142,13107
3,1695058132210,20,1142,13127
3,1695058132210,27,1142,13154
3,1695058132210,15,1142,13169
3,1695058132210,19,1134,13188
3,1695058132210,21,1118,13209
3,1695058132210,40,1126,13249
3,1695058132210,15,1118,13264
3,1695058132210,10,1130,13274
3,1695058132210,15,1118,13289
3,1695058132210,41,1118,13330
3,1695058132210,20,1118,13350
3,1695058132210,20,1118,13370
3,1695058132210,24,1110,13394
3,1695058132210,16,1102,13410
3,1695058132210,20,1118,13430
3,1695058132210,20,1102,13450
3,1695058132210,22,1098,13472
3,1695058132210,18,1108,13490
3,1695058132210,20,1098,13510
3,1695058132210,23,1102,13533
3,1695058132210,19,1098,13552
3,1695058132210,18,1106,13570
3,1695058132210,20,1102,13590
3,1695058132210,23,1102,13613
3,1695058132210,20,1110,13633
3,1695058132210,18,1108,13651
3,1695058132210,20,1108,13671
3,1695058132210,23,1118,13694
3,1695058132210,18,1118,13712
3,1695058132210,20,1114,13732
3,1695058132210,20,1114,13752
3,1695058132210,27,1118,13779
3,1695058132210,15,1118,13794
3,1695058132210,19,1130,13813
3,1695058132210,20,1126,13833
3,1695058132210,27,1118,13860
3,1695058132210,15,1126,13875
3,1695058132210,19,1134,13894
3,1695058132210,20,1134,13914
3,1695058132210,41,1130,13955
3,1695058132210,28,1134,13983
3,1695058132210,15,1134,13998
3,1695058132210,23,1126,14021
3,1695058132210,15,1134,14036
3,1695058132210,16,1130,14052
3,1695058132210,23,1130,14075
3,1695058132210,22,1130,14097
3,1695058132210,18,1130,14115
3,1695058132210,20,1118,14135
3,1695058132210,20,1118,14155
3,1695058132210,22,1118,14177
3,1695058132210,18,1130,14195
3,1695058132210,20,1116,14215
3,1695058132210,23,1118,14238
3,1695058132210,19,1118,14257
3,1695058132210,18,1110,14275
3,1695058132210,20,1114,14295
3,1695058132210,23,1116,14318
3,1695058132210,17,1114,14335
3,1695058132210,20,1108,14355
3,1695058132210,20,1102,14375
3,1695058132210,27,1110,14402
3,1695058132210,15,1110,14417
3,1695058132210,19,1118,14436
3,1695058132210,21,1118,14457
3,1695058132210,26,1118,14483
3,1695058132210,15,1118,14498
3,1695058132210,19,1130,14517
3,1695058132210,20,1134,14537
3,1695058132210,41,1134,14578
3,1695058132210,20,1150,14598
3,1695058132210,20,1140,14618
3,1695058132210,41,1148,14659
3,1695058132210,20,1162,14679
3,1695058132210,20,1150,14699
3,1695058132210,22,1150,14721
3,1695058132210,19,1162,14740
3,1695058132210,20,1150,14760
3,1695058132210,20,1162,14780
3,1695058132210,22,1166,14802
3,1695058132210,18,1172,14820
3,1695058132210,20,1178,14840
3,1695058132210,23,1166,14863
3,1695058132210,37,1172,14900
3,1695058132210,15,1150,14915
3,1695058132210,10,1166,14925
3,1695058132210,18,1150,14943
3,1695058132210,17,1162,14960
3,1695058132210,20,1172,14980
3,1695058132210,20,1166,15000
3,1695058132210,28,1164,15028
3,1695058132210,15,1166,15043
3,1695058132210,18,1162,15061
3,1695058132210,20,1150,15081
3,1695058132210,27,1166,15108
3,1695058132210,15,1150,15123
3,1695058132210,18,1150,15141
3,1695058132210,20,1146,15161
3,1695058132210,41,1150,15202
3,1695058132210,20,1146,15222
3,1695058132210,20,1150,15242
3,1695058132210,24,1142,15266
3,1695058132210,16,1150,15282
3,1695058132210,20,1150,15302
3,1695058132210,20,1162,15322
3,1695058132210,22,1182,15344
3,1695058132210,19,1174,15363
3,1695058132210,20,1174,15383
3,1695058132210,20,1174,15403
3,1695058132210,22,1182,15425
3,1695058132210,18,1182,15443
3,1695058132210,20,1190,15463
3,1695058132210,23,1198,15486
3,1695058132210,19,1182,15505
3,1695058132210,18,1190,15523
3,1695058132210,20,1198,15543
3,1695058132210,23,1194,15566
3,1695058132210,18,1198,15584
3,1695058132210,20,1198,15604
3,1695058132210,20,1198,15624
3,1695058132210,28,1206,15652
3,1695058132210,15,1190,15667
3,1695058132210,17,1198,15684
3,1695058132210,20,1198,15704
3,1695058132210,27,1206,15731
3,1695058132210,15,1206,15746
3,1695058132210,18,1210,15764
3,1695058132210,20,1206,15784
3,1695058132210,41,1198,15825
3,1695058132210,25,1198,15850
3,1695058132210,12,1210,15862
3,1695058132210,26,1210,15888
3,1695058132210,16,1198,15904
3,1695058132210,20,1194,15924
3,1695058132210,20,1198,15944
3,1695058132210,22,1198,15966
3,1695058132210,18,1206,15984
3,1695058132210,20,1194,16004
3,1695058132210,20,1190,16024
3,1695058132210,22,1198,16046
3,1695058132210,18,1190,16064
3,1695058132210,20,1198,16084
3,1695058132210,23,1198,16107
3,1695058132210,19,1198,16126
3,1695058132210,18,1190,16144
3,1695058132210,20,1206,16164
3,1695058132210,23,1206,16187
3,1695058132210,18,1206,16205
3,1695058132210,21,1214,16226
3,1695058132210,20,1226,16246
3,1695058132210,27,1226,16273
3,1695058132210,15,1230,16288
3,1695058132210,18,1238,16306
3,1695058132210,20,1230,16326
3,1695058132210,27,1238,16353
3,1695058132210,15,1238,16368
3,1695058132210,18,1242,16386
3,1695058132210,20,1242,16406
3,1695058132210,27,1242,16433
3,1695058132210,15,1236,16448
3,1695058132210,18,1244,16466
3,1695058132210,20,1246,16486
3,1695058132210,41,1246,16527
3,1695058132210,20,1254,16547
3,1695058132210,20,1238,16567
3,1695058132210,23,1246,16590
3,1695058132210,33,1246,16623
3,1695058132210,10,1258,16633
3,1695058132210,18,1246,16651
3,1695058132210,19,1246,16670
3,1695058132210,17,1262,16687
3,1695058132210,20,1246,16707
3,1695058132210,23,1246,16730
3,1695058132210,19,1238,16749
3,1695058132210,18,1246,16767
3,1695058132210,20,1238,16787
3,1695058132210,23,1242,16810
3,1695058132210,17,1246,16827
3,1695058132210,20,1238,16847
3,1695058132210,20,1230,16867
3,1695058132210,23,1242,16890
3,1695058132210,17,1238,16907
3,1695058132210,20,1236,16927
3,1695058132210,20,1230,16947
3,1695058132210,28,1238,16975
3,1695058132210,15,1230,16990
3,1695058132210,17,1238,17007
3,1695058132210,20,1230,17027
3,1695058132210,27,1242,17054
3,1695058132210,15,1246,17069
3,1695058132210,18,1246,17087
3,1695058132210,20,1258,17107
3,1695058132210,20,1260,17127
3,1695058132210,20,1262,17147
3,1695058132210,21,1262,17168
3,1695058132210,20,1262,17188
3,1695058132210,22,1262,17210
3,1695058132210,18,1262,17228
3,1695058132210,20,1270,17248
3,1695058132210,20,1270,17268
3,1695058132210,22,1278,17290
3,1695058132210,18,1262,17308
3,1695058132210,20,1270,17328
3,1695058132210,23,1262,17351
3,1695058132210,37,1278,17388
3,1695058132210,20,1262,17408
3,1695058132210,23,1278,17431
3,1695058132210,17,1278,17448
3,1695058132210,20,1258,17468
3,1695058132210,20,1258,17488
3,1695058132210,23,1270,17511
3,1695058132210,18,1258,17529
3,1695058132210,20,1258,17549
3,1695058132210,20,1262,17569
3,1695058132210,27,1262,17596
3,1695058132210,15,1258,17611
3,1695058132210,18,1258,17629
3,1695058132210,20,1246,17649
3,1695058132210,27,1246,17676
3,1695058132210,15,1236,17691
3,1695058132210,18,1246,17709
3,1695058132210,20,1246,17729
3,1695058132210,41,1238,17770
3,1695058132210,20,1238,17790
3,1695058132210,20,1230,17810
3,1695058132210,24,1238,17834
3,1695058132210,17,1236,17851
3,1695058132210,20,1246,17871
3,1695058132210,20,1242,17891
3,1695058132210,22,1238,17913
3,1695058132210,18,1242,17931
3,1695058132210,20,1246,17951
3,1695058132210,23,1246,17974
3,1695058132210,20,1260,17994
3,1695058132210,18,1246,18012
3,1695058132210,20,1258,18032
3,1695058132210,23,1262,18055
3,1695058132210,18,1246,18073
3,1695058132210,19,1262,18092
3,1695058132210,20,1262,18112
3,1695058132210,23,1246,18135
3,1695058132210,17,1270,18152
